1xbet;1592295498;All;prematch;events.json
Betsson;1592295546;All;prematch;events-1.json,events-2.json,events-3.json,events-4.json,events-5.json,events-6.json,events-7.json,events-8.json,events-9.json,events-10.json,events-11.json,events-12.json
Luckia;1592295603;All;prematch;events.xml
