92@s.s@2-way@s.s@Winner@s.s@10@s.s@Golf@s.s@345662@s.s@Ganador
60@s.s@3-way@s.s@Winner@s.s@4@s.s@Rugby Union@s.s@345625@s.s@Resultado del partido
71@s.s@Championship outright@s.s@Championship outright@s.s@4@s.s@Rugby Union@s.s@345622@s.s@Ganador
189@s.s@Points Over/Under@s.s@Points Over/Under@s.s@39@s.s@Table Tennis@s.s@345511@s.s@Total de puntos
191@s.s@Points Odd/Even@s.s@Points Odd/Even@s.s@39@s.s@Table Tennis@s.s@345517@s.s@Total de puntos impar o par
170@s.s@2nd half points@s.s@2nd half points@s.s@2@s.s@Basketball@s.s@345701@s.s@Total de puntos - 2.ª mitad
188@s.s@Match Winner@s.s@Match Winner@s.s@39@s.s@Table Tennis@s.s@345519@s.s@Ganador del partido
86@s.s@3-way@s.s@Winner@s.s@7@s.s@Boxing@s.s@345434@s.s@Resultado del combate (3 desenlaces)
87@s.s@2-way@s.s@Draw no bet@s.s@7@s.s@Boxing@s.s@345435@s.s@Resultado del combate (2 desenlaces)
89@s.s@Number of rounds@s.s@Number of rounds@s.s@7@s.s@Boxing@s.s@345437@s.s@Total de asaltos completos
88@s.s@Winning form@s.s@Winning form@s.s@7@s.s@Boxing@s.s@345436@s.s@Resultado del combate. Método
39@s.s@Winner 2 way@s.s@Winner@s.s@2@s.s@Basketball@s.s@345704@s.s@Ganador del partido incluyendo la prórroga
11@s.s@To qualify (Knock-out stage)@s.s@To qualify (Knock-out stage)@s.s@1@s.s@Football@s.s@373876@s.s@Clasificación para la Final
11@s.s@To qualify (Knock-out stage)@s.s@To qualify (Knock-out stage)@s.s@1@s.s@Football@s.s@301483@s.s@Clasificación para semifinales
23@s.s@Penalty shootout yes o no@s.s@Penalty - yes/no@s.s@1@s.s@Football@s.s@296995@s.s@Penalti (Tambov)
23@s.s@Penalty shootout yes o no@s.s@Penalty - yes/no@s.s@1@s.s@Football@s.s@296992@s.s@Penalti
24@s.s@Minute interval the first goal is scored in@s.s@1st goal scored - Minute interval@s.s@1@s.s@Football@s.s@292250@s.s@Minuto del primer gol
13@s.s@Handicap@s.s@Handicap@s.s@1@s.s@Football@s.s@292206@s.s@Ganador del partido con hándicap (3 desenlaces)
14@s.s@Asian Handicap@s.s@Asian Handicap@s.s@1@s.s@Football@s.s@292193@s.s@Ganador del partido con hándicap asiático
5@s.s@First half result@s.s@1st half result@s.s@1@s.s@Football@s.s@292205@s.s@Resultado - 1.er tiempo
10@s.s@Both teams to score@s.s@Both teams to score@s.s@1@s.s@Football@s.s@292216@s.s@Ambos equipos marcan
4@s.s@Totals@s.s@Goals - over/under@s.s@1@s.s@Football@s.s@292133@s.s@Total de goles
18@s.s@First team to score@s.s@1st team to score@s.s@1@s.s@Football@s.s@292161@s.s@Primer equipo en marcar
2@s.s@3-way@s.s@Winner@s.s@1@s.s@Football@s.s@292179@s.s@Resultado del partido
21@s.s@Double bet chance@s.s@Double bet chance@s.s@1@s.s@Football@s.s@292172@s.s@Resultado
59@s.s@Championship outright@s.s@Championship outright@s.s@5@s.s@Rugby League@s.s@346347@s.s@Gran Final. Ganador
49@s.s@Point spread (handicap)@s.s@Handicap@s.s@5@s.s@Rugby League@s.s@346322@s.s@Apuestas de hándicap
3@s.s@2-way@s.s@Draw no bet@s.s@1@s.s@Football@s.s@292157@s.s@Apuesta sin empate
59@s.s@Championship outright@s.s@Championship outright@s.s@5@s.s@Rugby League@s.s@346346@s.s@Ganador
19@s.s@Last team to score@s.s@Last team to score@s.s@1@s.s@Football@s.s@292185@s.s@Último equipo en marcar
46@s.s@Championship outright@s.s@Championship outright@s.s@2@s.s@Basketball@s.s@345885@s.s@Ganador de la Liga
171@s.s@Overtime@s.s@Overtime@s.s@2@s.s@Basketball@s.s@345888@s.s@Prórroga en el partido
82@s.s@Total games over/under@s.s@Total games over/under@s.s@6@s.s@Tennis@s.s@466712@s.s@Total de juegos
57@s.s@Half time results@s.s@Half time results@s.s@5@s.s@Rugby League@s.s@346300@s.s@Resultado del primer tiempo
91@s.s@Championship outright@s.s@Championship outright@s.s@9@s.s@Cycling@s.s@346202@s.s@Ganador
48@s.s@3-way@s.s@Winner@s.s@5@s.s@Rugby League@s.s@346298@s.s@Resultado del partido
35@s.s@4th quarter winner@s.s@4th quarter winner@s.s@2@s.s@Basketball@s.s@345707@s.s@Resultado del 4.º cuarto
78@s.s@Total games odd/even@s.s@Total games odd/even@s.s@6@s.s@Tennis@s.s@466709@s.s@Total de juegos impar o par
168@s.s@4th Quarter Points@s.s@4th Quarter Points@s.s@2@s.s@Basketball@s.s@345709@s.s@Total de puntos - 4.º cuarto
85@s.s@Championship outright@s.s@Championship outright@s.s@6@s.s@Tennis@s.s@346201@s.s@Ganador
34@s.s@3rd quarter winner@s.s@3rd quarter winner@s.s@2@s.s@Basketball@s.s@345713@s.s@Resultado del 3.er cuarto
74@s.s@Game Handicap@s.s@Game Handicap@s.s@6@s.s@Tennis@s.s@466714@s.s@Ganador del partido con hándicap por juegos
33@s.s@2nd quarter winner@s.s@2nd quarter winner@s.s@2@s.s@Basketball@s.s@345712@s.s@Resultado del 2.º cuarto
32@s.s@1st quarter winner@s.s@1st quarter winner@s.s@2@s.s@Basketball@s.s@345706@s.s@Resultado del 1.er cuarto
25@s.s@Quarter with most points@s.s@Quarter with most points@s.s@2@s.s@Basketball@s.s@345862@s.s@Cuarto con más puntos
